DATAFLOW,FREQ: Frequency of observation,REF_AREA: Reference area,STAT_UNIT: Statistical Unit,SEX: Sex,NATL: Nationality,SECTOR: Sector,EDU_LEVEL: Education Level,EDU_INST: Educational Institutions,EXAM_STATUS: Examination Status,FIELD: Fields of Education and Training,GRADE: Grade,INTENSITY: Intensity,ISLAND: Island,JOB_TYPE: Job Type,MNQF_LEVEL: MNQF Level,QUAL: Qualification,SUBJECT: Subject,TRNG_INST_MOD: Training Institutions and Modalities,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,TABLE_ID: Table ID,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G10: Grade 10,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,196,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G1: Grade 1,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,34,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,692,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Gn: Gnaviyani,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,246,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Th: Kolhumadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,222,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Sh: North Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,243,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G10: Grade 10,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,371,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,MV: Republic of Maldives,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,17031,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HA: North Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,674,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,175,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,228,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,D: Maale City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,17999,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,MV: Republic of Maldives,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,8701,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,B: South Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,171,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Th: Kolhumadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,148,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,230,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G3: Grade 3,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,215,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,277,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G4: Grade 4,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,209,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,82,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,433,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Th: Kolhumadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,49,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,260,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,4699,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,M: Mulakatholhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,96,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,0,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G6: Grade 6,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,194,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,296,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,67,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Th: Kolhumadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G6: Grade 6,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,208,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,M: Mulakatholhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,0,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GA: North Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1208,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,0,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HA: North Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G11: Grade 11,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,22,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HA: North Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,397,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Lh: Faadhippolhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G10: Grade 10,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,138,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,129,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G7: Grade 7,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,235,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,967,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,312,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Gn: Gnaviyani,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,191,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,159,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G1: Grade 1,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,243,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,B: South Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,481,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1635,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,7,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,10865,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G10: Grade 10,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,113,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,M: Mulakatholhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,103,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,3574,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,141,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,410,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,449,T0712,0: Units,0: Zero
